#name;CR;MR;alignment;size;type;subtypes;groups;environment;climate;plane;variant;intervals;source
##Bestiaries

#Bestiary 1 (10.2009)
jorogumo;12;;8;4;7;50;;4,5,6,8;2;0;;1;B3
jotund troll;15;;9;6;5;41;48;5,6;1;0;;1;B3
jubjub bird;15;;5;6;6;;;4;2,3;0;;1-2;B3
jungle giant;10;;5;6;5;41;;4;3;0;;1-2;B3
juvenile forest dragon;11;;9;5;3;4;22;4;;0;forest dragon\young forest dragon;1;B3
juvenile sea dragon;9;;3;5;3;7;22;7;;0;sea dragon\young sea dragon;1;B3
juvenile sky dragon;10;;1;5;3;1;22;6;2,3;0;sky dragon\young sky dragon;1;B3
juvenile sovereign dragon;12;;5;5;3;;22;6;;0;sovereign dragon\young sovereign dragon;1;B3
juvenile underworld dragon;8;;7;4;3;6;22;13;;0;underworld dragon\young underworld dragon;1;B3
kamadan;4;;8;5;6;;;8;2,3;0;;1-2,3-9|pack;B3
kangaroo;0;;5;4;1;;27;5,8;2;0;;1-2,3-10|mob;B3
kappa;2;;6;3;7;2;;9;;0;;1-2,3-6|bale;B3
kech;3;;8;4;7;;;4;3;0;;1-2;B3
kirin;7;;1;5;6;1;;0,11;;0;;1-2;B3
kodama;5;;5;3;9;12,26;;4;;0;;1-2,3-7|group,8-16|grove;B3
kongamato;15;;5;6;3;;;4;3;0;;1-2;B3
kuwa;4;;7;4;9;13,29,50;;0,13;;0;;1;B3
lammasu;8;;1;5;6;;;3;2;0;;1;B3
leaf leshy;0;;5;3;10;50;40;4,5;;0;;1,2-16|grove;B3
legion archon;7;;1;4;9;10,11,12,17;;0,11,13;;14;;1-2,3-12|squad;B3
lesser bandersnatch;13;;5;6;6;;;4;;0;bandersnatch;1;B3
lukwata;11;;5;6;6;2;;9,12;3;0;;1-2,3-8|school;B3
lunar naga;6;;6;5;0;;45;0,13;;0;;1,2-4|nest;B3
maftet;6;;5;4;7;;;3,6;2,3;0;;1-2,6-10|pride;B3
magicbane bandersnatch;20;;5;7;6;;;4;;0;bandersnatch;1;B3
magmin;3;;6;3;9;5,6,12;;0;;9;;1,2-8|gang;B3
maharaja\rakshasa maharaja;20;;7;4;9;13,33,50;;0,13;;0;;1;B3
manananggal;7;;9;4;11;;;0,11,13;;0;;1,2-6|pack;B3
marai;8;;7;4;9;13,33,50;;0,13;;0;;1-2,3-12|cult;B3
mature adult forest dragon;15;;9;6;3;4;22;4;;0;forest dragon\adult forest dragon;1;B3
mature adult sea dragon;13;;3;6;3;7;22;7;;0;sea dragon\adult sea dragon;1;B3
mature adult sky dragon;14;;1;6;3;1;22;6;2,3;0;sky dragon\adult sky dragon;1;B3
mature adult sovereign dragon;16;;5;6;3;;22;6;;0;sovereign dragon\adult sovereign dragon;1;B3
mature adult underworld dragon;12;;7;5;3;6;22;13;;0;underworld dragon\adult underworld dragon;1;B3
megalania;7;;5;6;1;;27,44;4,8;3;0;;1-2,3-12|pack;B3
mobogo;10;;9;6;6;2;;12;2;0;;1,2-4|gang;B3
moon-beast;11;;9;5;0;;;0,13;;0;;1-2,3-5|cabal;B3
moss troll;3;;9;5;5;41,50;48;4;1,2;0;;1,2-3|gang,4-8|troop;B3
myceloid;4;;8;4;10;;;13;;0;;1-2,3-24|band,25-250|colony;B3
nephilim;8;;5;5;9;13;;5;3;0;;1-2,3-8|tribe;B3
nixie;1;;5;3;4;2;;1;2;0;;2-4|gang,6-11|band,20-80|tribe;B3
norn;18;;4;5;4;;;6;1;0;;1-3;B3
nuckelavee;9;;8;5;4;2;;2,12;1;0;;1;B3
nue;10;;8;5;6;;;4,6;3;0;;1-2,3-6|ambush;B3
old forest dragon;17;;9;7;3;4;22;4;;0;forest dragon\adult forest dragon;1;B3
old sea dragon;15;;3;7;3;7;22;7;;0;sea dragon\adult sea dragon;1;B3
old sky dragon;16;;1;7;3;1;22;6;2,3;0;sky dragon\adult sky dragon;1;B3
old sovereign dragon;18;;5;7;3;;22;6;;0;sovereign dragon\adult sovereign dragon;1;B3
old underworld dragon;14;;7;6;3;6;22;13;;0;underworld dragon\adult underworld dragon;1;B3
ogre spider;5;;5;6;12;;;5,12;1,2;0;;1-2;B3
otter;-2;;5;2;1;;31;1;;0;;1,2-16|family;B3
pachycephalosaurus;4;;5;5;1;;27,28;8;2,3;0;;1-2;B3
pairaka;7;;8;4;9;9,12,24,50;;0,11,13;;19;;1;B3
pale stranger;10;;8;4;11;;;0,13;;0;;1;B3
penanggalen;5;;8;4;11;;;0,11,13;;0;;1;B3
peri;14;;2;4;9;10,13;;0,11,13;;0,14,15,16;;1-2;B3
phantom fungus;3;;5;4;10;;;13;;0;;1,2-5|grove;B3
pig;-1;;5;3;1;;31;0;;0;;1-2,3-12|herd;B3
plasma ooze;16;;5;7;8;;;0,11,13;;0;;1;B3
popobala;15;;9;4;7;50;;2,4;3;0;;1;B3
polar kamadan;6;;8;5;6;;;8;1;0;advanced kamadan;1-2,3-9|pack;B3
porcupine;-2;;5;2;1;;;4,8;2;0;;1-2,3-6|prickle;B3
primal bandersnatch;19;;5;7;6;12;;4;;0,4;advanced [bandersnatch];1;B3
pukwudgie;7;;8;3;7;50;;4,5,6;2;0;;1-2,3-10|cult;B3
raccoon;0;;5;2;1;;31;4;2;0;;1,2-4|gaze;B3
raktavarna;2;;7;2;9;13,33,50;32;0,13;;0;;1-2,3-10|rack;B3
ratfolk|-;-1;;5;3;5;;;3,14;3;0;;1-2,3-12|pack,13-100|colony;B3
rift drake;9;;9;5;3;4;29;5,6;3;0;;1-2,3-12|rampage;B3
river drake;3;;8;4;3;2,7;29;9;2;0;;1-2,3-12|rampage;B3
rot grub swarm;7;;5;0;12;52;;0,13;;0;;1;B3
royal naga;11;;4;6;0;50;45;0,13;;0;;1;B3
rusalka;12;;8;4;4;2;;1;;0;;1-2,3-6|eddy;B3
sabosan;5;;8;4;7;;;4,12;3;0;;1,2-6|hunting party,7-12|clan;B3
sagari;0;;8;2;0;;;4;;0;;1-2,3-8|herd,9-16|harras;B3
sapphire jellyfish;11;;5;6;12;2;;7;2,3;0;;1,2-3|pack,4-7|bloom;B3
sargassum fiend;9;;5;5;10;2;;7;;0;;1-2,3-8|bed;B3
sasquatch;2;;5;4;5;;;4;1,2;0;;1-2,3-7|family;B3
schir;4;;9;4;9;8,9,12,22;;0,13;;18;;1,2-8|pack;B3
sea bonze;15;;8;7;11;2;;7;;0;;1;B3
seaweed leshy;3;;5;3;10;2,50;40;2,7;;0;;1,2-16|patch;B3
sepid;14;;8;5;9;9,12,24;;0,13;;19;;1;B3
shadow mastiff;5;;8;4;9;9,12;;0,13;;0,1,18,19,20;;1-2,3-8|pack;B3
shae;4;;5;4;9;12;;0,13;;1;;1-2,3-12|ascendance;B3
shaggy demodand;18;;9;4;9;8,9,12,21;;0,11,13;;18;;1;B3
shark-eating crab;7;;5;6;12;2;;1;;0;;1,2-8|cast;B3
shedu;9;;1;5;6;;;3;3;0;;1;B3
shikigami;2;;4;2;9;12,26;32;0,13;;0;;1-2,3-8|gang;B3
shinigami;17;;4;5;9;11,12;;0,1,11,13,15;;;;1;B3
shipwrecker crab;13;;5;8;12;2;;1;;0;;1,2-12|cast;B3
shira;12;;8;5;9;9,12,24;;0,13;;19;;1;B3
simurgh;18;;2;7;6;;;3,6;3;0;;1;B3
siyokoy;10;;5;4;0;2;;7;;0;;1-2,3-12|bed;B3
skunk;-2;;5;2;1;;31;4;2;0;;1-2,3-5|surfeit;B3
sleipnir;11;;5;5;6;;;6;1;0;;1-2,3-10|herd;B3
slimy demodand;16;;9;4;9;8,9,12,21;;0,11,13;;18;;1;B3
snake swarm;2;;5;2;1;52;;0;;0;;1,2-4|nest;B3
spider eater;5;;5;5;6;;;4;2;0;;1,2-12|brood;B3
spinosaurus;11;;5;7;1;;27,28;4,12;3;0;;1-2,3-6|pack;B3
spirit oni;2;;7;2;9;13,29;32;0,11,13;;0;;1-2,3-12|rack;B3
sprite;-1;;6;1;4;;32;4;2;0;;1-2,3-6|troop,7-14|band,15-40|tribe;B3
stymphalidies|-;8;;5;5;6;;;2,8;3;0;;1-2,3-9|flight;B3
suli;0;;5;4;9;13;;0;;0;;1-2,3-6|group;B3
taiga linnorm;19;;9;8;3;;41;4;1;0;;1;B3
tanuki;4;;6;4;7;50;;4,14;2;0;;1-2,3-8|gathering;B3
taotieh;11;;5;5;2;;;0,13;;0;;1-2;B3
tarry demodand;13;;9;4;9;8,9,12,21;;0,11,13;;18;;1-2,3-8|patrol;B3
tataka;15;;7;5;9;13,33,50;;0,13;;0;;1-2,3-6|patrol;B3
tatzlwyrm;2;;5;4;3;;;4;;0;;1,2-5|nest;B3
tempest behemoth;22;;5;8;6;1,36;;11;;0;;1-2;B3
terra-cotta archer;6;;5;4;2;;;0,13;;0;terra-cotta soldier;1-2,3-12|troop,13-100|army;B3
terra-cotta horseman;7;;5;5;2;;;0,13;;0;terra-cotta soldier;1-2,3-12|troop,13-100|army;B3
terra-cotta soldier;6;;5;4;2;;;0,13;;0;;1-2,3-12|troop,13-100|army;B3
terror bird;4;;5;5;1;;;8;2;0;axe beak;1-2,3-6|flock;B3
thalassic behemoth;20;;5;8;6;2,7,36;;7;;0;;1-2;B3
thriae queen;18;;4;6;7;;47;0;;0;;1;B3
thriae seer;11;;4;4;7;;47;0;;0;;1-3;B3
thriae soldier;4;;4;4;7;;47;0;;0;;1-2,3-8|troop;B3
thunder behemoth;18;;5;8;6;6,36;;0,13;;0;;1-2;B3
thylacine;0;;5;3;1;;27;5;3;0;;1,2-5|pack;B3
tojanida;5;;5;4;9;7,12;;1;;10;;1-2,3-6|clutch;B3
tophet;10;;5;5;2;;;0,13;;0;;1,2-12|prison;B3
tor linnorm;21;;9;8;3;;50;17;1;0;;1;B3
toshigami;15;;2;4;9;12,26;;0;;0;;1;B3
tripurasura;2;;7;2;9;9,11,12,18;32;0,13;;20;;1-2,3-10|gang;B3
trollhound;3;;5;4;6;;;6;1;0;;1-2,3-8|pack;B3
tupilaq;7;;5;3;2;;;0,13;;0;;1;B3
tzitzimitl;19;;8;7;11;;;0;;0;;1;B3
unfettered eidolon;8;;6;4;9;12;;0,11,13;;0;;1;B3
upasunda;9;;7;4;9;9,11,12,18;;0,13;;20;;1-2,3-6|squad;B3
valkyrie;12;;6;4;9;12;;0,13;;0;;1,2-8|ride;B3
vanara;0;;1;4;5;;;4;;0;;1-2,3-6|party,7-100|community;B3
venomous snake swarm;4;;5;2;1;52;;0;;0;;1,2-4|nest,5-7|knot;B3
very old forest dragon;18;;9;7;3;4;22;4;;0;forest dragon\ancient forest dragon;1;B3
very old sea dragon;16;;3;7;3;7;22;7;;0;sea dragon\ancient sea dragon;1;B3
very old sky dragon;17;;1;7;3;1;22;6;2,3;0;sky dragon\ancient sky dragon;1;B3
very old sovereign dragon;19;;5;7;3;;22;6;;0;sovereign dragon\ancient sovereign dragon;1;B3
very old underworld dragon;15;;7;6;3;6;22;13;;0;underworld dragon\ancient underworld dragon;1;B3
very young forest dragon;8;;9;4;3;4;22;4;;0;forest dragon\young forest dragon;1;B3
very young sea dragon;6;;3;4;3;7;22;7;;0;sea dragon\young sea dragon;1;B3
very young sky dragon;7;;1;4;3;1;22;6;2,3;0;sky dragon\young sky dragon;1;B3
very young sovereign dragon;9;;5;4;3;;22;6;;0;sovereign dragon\young sovereign dragon;1;B3
very young underworld dragon;5;;7;3;3;6;22;13;;0;underworld dragon\young underworld dragon;1;B3
vishkanya;0;;5;4;5;;;0;;0;;1-2,3-8|squad;B3
vodyanoi;5;;6;4;7;2;;9,12;;0;;1-2,3-12|family;B3
void yai|-;20;;7;6;9;13,29,41,50;;6;1,2;0;;1;B3
voonith;4;;6;3;6;2;;9,12;;0;;1-2,3-6|clutch;B3
vulnudaemon;4;;8;3;9;9,12,20;;0,13;;19;;1-2,3-12|murder;B3
vulture;0;;5;3;1;;;5,8;3;0;;1-2,3-24|flock;B3
water naga;7;;5;5;0;2;45;1;2;0;;1-2,3-4|nest;B3
water yai|-;18;;9;6;9;2,7,13,29,41,50;;1,2;;0;;1;B3
wolf-in-sheep's-clothing\*Wolf-in-Sheep%u2019s-Clothing;8;;5;4;0;;;4;;0;;1;B3
wyrm forest dragon;20;;9;7;3;4;22;4;;0;forest dragon\ancient forest dragon;1;B3
wyrm forest dragon ravener;22;;11;7;3;4;;4;;0;wyrm forest dragon\ancient forest dragon;1;B3
wyrm sea dragon;18;;3;7;3;7;22;7;;0;sea dragon\ancient sea dragon;1;B3
wyrm sky dragon;19;;1;7;3;1;22;6;2,3;0;sky dragon\ancient sky dragon;1;B3
wyrm sovereign dragon;21;;5;7;3;;22;6;;0;sovereign dragon\ancient sovereign dragon;1;B3
wyrm underworld dragon;17;;7;6;3;6;22;13;;0;underworld dragon\ancient underworkd dragon;1;B3
wyrm underworld dragon ravener;19;;7;6;11;6;;13;;0;wyrm underworld dragon\ancient underworld dragon;1;B3
wyrmling forest dragon;6;;9;3;3;4;22;4;;0;forest dragon\young forest dragon;1;B3
wyrmling sea dragon;4;;3;3;3;7;22;7;;0;sea dragon\young sea dragon;1;B3
wyrmling sky dragon;5;;1;3;3;1;22;6;2,3;0;sky dragon\young sky dragon;1;B3
wyrmling sovereign dragon;7;;5;3;3;;22;6;;0;sovereign dragon\young sovereign dragon;1;B3
wyrmling underworld dragon;3;;7;2;3;6;22;13;;0;underworld dragon\young underworld dragon;1;B3
yithian;9;;4;5;0;;;0,13;;0;;1-2,3-9|band,10-100|enclave;B3
young adult forest dragon;12;;9;6;3;4;22;4;;0;forest dragon\adult forest dragon;1;B3
young adult sea dragon;10;;3;6;3;7;22;7;;0;sea dragon\adult sea dragon;1;B3
young adult sky dragon;11;;1;6;3;1;22;6;2,3;0;sky dragon\adult sky dragon;1;B3
young adult sovereign dragon;13;;5;6;3;;22;6;;0;sovereign dragon\adult sovereign dragon;1;B3
young adult underworld dragon;9;;7;5;3;6;22;13;;0;underworld dragon\adult underworld dragon;1;B3
young forest dragon;10;;9;5;3;4;22;4;;0;;1;B3
young sea dragon;8;;3;5;3;7;22;7;;0;;1;B3
young sky dragon;9;;1;5;3;1;22;6;2,3;0;;1;B3
young sovereign dragon;11;;5;5;3;;22;6;;0;;1;B3
young underworld dragon;7;;7;4;3;6;22;13;;0;;1;B3
yuki-onna;8;;7;4;11;3,45;;0;1;0;;1;B3
zoog;1;;9;2;6;;32;4;;0;;1-2,3-14|gang;B3
zuishin;10;;1;4;9;12,26;;0,11,13;;0;;1-2,3-8|warband;B3
zuvembie;4;;8;4;11;;;0,13;;0;;1;B3
an army of 2d10+2 [terra-cotta soldiers\terra-cotta soldier], 1d10+3 [terra-cotta archers\terra-cotta archer] and 1d10+3 [terra-cotta horsemen\terra-cotta horseme];7,9;;5;4,5;2;;;0,13;;0;;;B3
a band of 1d3+5 [cave giants\cave giant] plus 1d2 [monitor lizards\monitor lizard];6,6;;5,9;4,5;1,5;41;;13;;0;;;B3
a band of 1 [fire yai] plus 1d4+4 [fire giants\fire giant];15,2;;7,8;5;5,9;6,13,29,41,50;;5,6;2,3;0;;;B3
a colony of 1 [thriae queen], 3 [thriae seers\thriae seer], 1d10+10 [thriae soldiers\thriae soldier] and 3d10 [giant bees\giant bee];18,1;;4,5;4,6;7,12;;47;0;;0;;;B3
a company of 1d6+8 [clockwork soldiers\clockwork soldier] plus 1d4 [clockwork servants\clockwork servant];6,6;;5;4;2;38;;0,13;;0;;;B3
a family of 2 [disenchanters\disenchanter] and 1d2 young disenchanter calves;3,3;;5;5;6;;;1;3;0;disenchanter;;B3
a gang of 1 [ice yai] plus 1d12+4 [frost giants\frost giant];14,3;;9;5;5,9;3,13,29,41,50;;6;1;0;;;B3
a hunt of 1d2 [jackalweres\jackalwere] and 1d6+2 [jackals\jackal];2,3;;5,9;3,4;1,6;50;;3;3;0;;;B3
a hunting flock of 1d3 dread corbies and 1d6+4 [dire corbies\dire corby];2,8;;8;4;7;;;13;;0;dire corby;;B3
a hunting party of 1d8+1 [jungle giants\jungle giant] plus 1d3 [girallons\girallon];10,5;;5;5,6;5,6;41;;4;3;0;;;B3
a nest of 1d10+2 [goblin snakes\goblin snake] plus 1d6 [venomous snakes\venomous snake];1,7;;5,9;3,4;0,1;;;12;2,3;0;;;B3
a pack of 2d8+2 [adlets\adlet] plus 1 adlet shaman;11,6;;6;4;5;3;;5,6,8;1;0;advanced [adlet];;B3
a pack of 1d4+1 [jackalweres\jackalwere] plus 1d10+2 [jackals\jackal];2,5;;5,9;3,4;1,6;50;;3;3;0;;;B3
a patrol of 1d3+2 [girtablilus\girtablilu] plus 1d3+1 [giant scorpions\giant scorpion];8,4;;5;5;7,12;;;3;3;0;;;B3
a slaving party of 2 [slimy demodands\slimy demodand] and 1d4+1 [tarry demodands\tarry demodand];16,3;;9;4;9;8,9,12,21;;0,11,13;;18;;;B3
a tribe of 1 [fire yai] plus 1d10+20 [fire giants\fire giant];15,5;;7,8;5;5,9;6,13,29,41,50;;5,6;2,3;0;;;B3
a tribe of 3d10+3 [keches\kech] plus 2d3 [dire apes\dire ape (gigantopithecus)];3,9;;5,8;4,5;1,7;;;4;3;0;;;B3
a troop of 1 [graveknight] plus 1d12+12 [skeletal champions\skeletal champion];11,2;;7,8;4;11;;;0;;0;;;B3
a warband of 1 [shaggy demodand] plus 1d4+1 [tarry demodands\tarry demodand];16,2;;9;4;9;8,9,12,21;;0,11,13;;18;;;B3
a war party of 1 [jotund troll] plus 1d4+1 [hill giants\hill giant];15,1;;9;5,6;5;41;48;5,6;1;0;;;B3
a war party of 1 [jotund troll] plus 1d10+2 [ogres\ogre];15,0;;9;5,6;5;41;48;5,6;1;0;;;B3

#Bestiary 4 (10.2013)
abaia;10;;5;6;6;2;;9;3;0;;1;B4
abyssal boilborn;3;;5;2;8;;;0,13;;0;advanced fiendish [boilborn];1,2-20|infestation;B4
adult lunar dragon;13;;6;6;3;;24;15;;0;;1;B4
adult solar dragon;13;;4;6;3;6;24;15;;0;;1;B4
adult time dragon;15;;5;6;3;;24;15;;0;;1;B4
adult void dragon;13;;8;6;3;;24;15;;0;;1;B4
adult vortex dragon;14;;4;6;3;;24;15;;0;;1;B4
Agyra;27;;6;8;6;1,46;;6;3;0;;1u;B4
almiraj;1;;5;3;6;;32;4,5,8;2;0;;1;B4
alpluachra;0;;6;1;4;2;;4,9;2;0;;1;B4
ancient lunar dragon;18;;6;7;3;;24;15;;0;;1;B4
ancient solar dragon;18;;4;7;3;6;24;15;;0;;1;B4
ancient time dragon;20;;5;7;3;;24;15;;0;;1;B4
ancient void dragon;18;;8;7;3;;24;15;;0;;1;B4
ancient void dragon ravener;20;;8;7;11;;;15;;0;ancient void dragon;1;B4
ancient vortex dragon;19;;4;7;3;;24;15;;0;;1;B4
ankou;14;;7;5;4;12;;0,11;;4;;1;B4
aoandon;12;;9;4;9;13,45;;0,11,13;;0;;1;B4
apocalypse locust;6;3;9;5;9;9,12,47;;0,11;;18,19,20;;1-2,3-30|colony;B4
archaeopteryx;-2;;5;2;1;;27,31;4;2,3;0;;1-2,4-10|nest;B4
argus;13;6;4;7;0;47;;0;;0;;1;B4
astral leviathan;18;;5;8;9;12;;0,11,15;;2;;1;B4
bakekujira;17;;8;8;11;2;;7;;0;;1;B4
barometz;15;;5;7;10;;;4;;0;;1;B4
beheaded;-1;;8;2;11;;32;0,11,13;;0;;1-2,3-6|patrol;B4
Bezravnis;26;;6;8;6;4,46;;3;3;0;;1u;B4
bhole;17;;6;8;6;;;13;;0;;1;B4
blindborn;1;;5;2;8;;;0,13;;0;boilborn;1,2-20|infestation;B4
blood golem;6;;5;4;2;;36;0,13;;0;;1,2-4|gang;B4
blood golem shield guardian;8;;5;4;2;;36;0,13;;0;blood golem;1-2;B4
blood hag;8;;8;4;7;50;38;0;;0;;1,3|coven;B4
bodythief;14;;7;7;10;;;4;2,3;0;;1;B4
boilborn;1;;5;2;8;;;0,13;;0;;1,2-20|infestation;B4
Bokrug;27;10;6;5;6;2,8,12,42;;1;;0;;1u;B4
brethedan;5;;5;5;0;;;11;;0;;1-2,3-8|flotilla;B4
buggane;5;;9;5;7;;;13;;0;;1-2,3-5|hunting party,6-30|clan;B4
bull shark;2;;5;4;1;2;;7;;0;;1-2,3-6|school;B4
catrina;5;;5;4;9;12,31;;0,13;;13;;1-2,3-10|reception;B4
cephalophore;8;;5;5;2;;;0,13;;0;;1-2;B4
Cernunnos;30;10;3;5;9;8,10,12,19;7;4,8;;16;;1u;B4
chaneque;1;1;8;3;4;47;;4;;0;;1,2-6|gang;B4
changeling;0;;4;4;5;;;0;;0;;1;B4
cliff giant;9;;2;5;5;41;;3,8;2,3;0;;1-2;B4
clockwork charger;7;;5;5;2;38;;0,13;;0;advanced [clockwork steed];1;B4
clockwork dragon;16;;5;6;2;38;;0,13;;0;;1;B4
clockwork mage;9;;5;4;2;38;;0,13;;0;;1;B4
clockwork steed;6;;5;5;2;38;;0,13;;0;;1;B4
colossal necrocraft;11;;8;4;11;;;0,13;;0;necrocraft;1-2,3-6|gang;B4
colour out of space;10;;6;6;8;45;;0,11,15;;0;;1;B4
comozant wyrd;4;;5;3;9;1,5,12,45;;7;;0;;1;B4
contemplative;2;;5;4;7;;;14;;0;;1,3,4-7|band;B4
coral golem;9;;5;5;2;;36;2,7;3;0;;1,2-5|gang;B4
coral golem shield guardian;11;;5;5;2;;36;2,7;3;0;coral golem;1-2;B4
Cthulhu;30;10;9;8;0;8,9,42;;0,1,11,13;;22;;1u;B4
Dagon;28;10;9;6;9;7,8,9,12,22;4;7;;18;;1u;B4
dark caller;5;;9;4;5;40;;13;;0;;1-2;B4
dark dancer;1;;6;3;5;40;;13;;0;;1-2,3-5|troupe;B4
death dog;2;;8;5;6;;;3;3;0;;1-2,3-12|pack;B4
dimorphodon;1;;5;4;1;;27,28;2,4;3;0;;1-2,3-9|flock;B4
diplodocus;12;;5;8;1;;27,28;8;3;0;;1-2,3-14|herd;B4
dire weasel;3;;5;5;1;;;0;;0;;1-2,3-6|den;B4
dodo;-2;;5;3;1;;31;2;2,3;0;;1-2,3-6|huddle;B4
dorvae;11;;8;4;9;9,12;;0,11,13;;18,19,20;;1;B4
dossenus;1;;5;3;0;;;13;;0;;1,2-9|clutch,10-20|infestation;B4
drakainia;25;10;8;6;0;47;;0,1,13;;0;;1;B4
drowning devil\sarglagon;8;;7;5;9;9,11,12,23;;0,1,11,13;;20;;1-2,3-10|guard;B4
ectoplasmic human;0;;5;4;11;;;0,13;;0;;1-2,3-6|haunt;B4
einherji|einherjar;10;;6;4;9;12;;0,13;;0;;1,3-6|squad,7-16|warband;B4
elder thing;5;;4;4;0;2;;0,1,11,13;;0;;1-2,3-8|pod,9-16|expedition;B4
elohim;23;6;5;6;9;12,47;;0,1,11,13,15;;;;1;B4
emperor walrus;8;;5;7;1;;;7;1;0;;1-2;B4
enhanced skinstitch;6;;5;5;2;;;0,13;;0;skinstitch;1,2-4|gang;B4
erlking;18;;6;4;4;;;4;2;0;;1;B4
executioner's hood;2;;5;2;0;;;13;;0;;1;B4
fachen;5;;8;4;0;;;5,8;2;0;;1;B4
festering spirit;8;;9;4;11;45;;0,13;;0;;1-2,3-6|gang;B4
flesh colossus;16;6;5;7;2;39,47;;0;;0;;1;B4
fleshdreg;1;;8;3;0;;;10;;0;;1-2,3-8|batch;B4
flying polyp;14;;9;6;0;1;;0,11;;0;;1-2,3-10|storm;B4
fomorian titan;22;8;9;8;9;8,9,12,47;18;0;;18;;1-2,3-6|war band;B4
formian myrmarch|-s;10;;4;5;7;;34;0,13;2,3;0;;1,2-4|team;B4
formian taskmaster;7;;4;4;7;;34;0,13;2,3;0;;1,2-6|embassy;B4
formian warrior;3;;4;4;7;;34;0,13;2,3;0;;1-2,3-12|patrol;B4
formian worker;0;;4;3;7;;34;0,13;2,3;0;;1;B4
fossegrim;4;;8;4;4;2;;9;1,2;0;;1;B4
freezing flow;4;;5;5;8;3,7;;0,1,13;1;0;;1;B4
gaki;7;;8;4;11;;;0,13;;0;;1,2-4|gang;B4
gallowdead;16;;9;4;11;;;0,13;;0;;1-2,3-18|plague;B4
galvo;9;;8;4;6;2;;7;;0;;1-2,3-9|tangle;B4
gargantuan necrocraft;9;;8;4;11;;;0,13;;0;necrocraft;1-2,3-6|gang;B4
gashadokuro;13;;8;6;11;;;0,13;;0;;1;B4
gathlain;0;;6;3;4;;;4;2;0;;1,2-6|flight,2-12|grove;B4
gearghost;5;;9;2;11;;;13,14;;0;;1,2-6|gang;B4
geist;9;;9;4;11;45;;10;;0;;1,2-7|haunting;B4
gholdako;10;;8;5;11;;;2;3;0;;1,2-4|guard;B4
ghonhatine;10;;9;5;0;;33;13;;0;;1,2-8|squad;B4
giant emperor scorpion;11;;5;7;12;;;3;3;0;;1;B4
giant flea;0;;5;3;12;;31;0,13;;0;;1,2-6|cluster,7-12|colony;B4
giant locust;3;;5;4;12;;27;3,8;2,3;0;;1-2,3-8|gang,5-20|colony;B4
giant phantom armor;4;;8;5;11;;;0,13;;0;;1-2;B4
giant seahorse;3;;5;5;1;2;27;7;;0;;1-2,3-20|school;B4
giant tortoise;1;;5;4;1;;27;2,3;3;0;;1-2,6-12|herd;B4
giant water strider;1;;5;5;12;;;1;;0;;1,2-9|colony;B4
giant weasel;1;;5;4;1;;27;0;;0;;1-2,3-6|den;B4
giraffe;3;;5;6;1;;27,39;8;3;0;;1-2,3-10|herd;B4
goliath spider;11;;5;8;12;;;4,12;;0;;1-2,3-6|colony;B4
graeae;5;2;8;4;7;9,47;;0,11,13;;0;;1-2,3-12|coven;B4
great white shark;4;;5;6;1;2;;7;;0;;1-2,3-6|school,7-13|pack;B4
great wyrm lunar dragon;21;;6;8;3;;24;15;;0;lunar dragon\ancient lunar dragon;1;B4
great wyrm solar dragon;21;;4;8;3;6;24;15;;0;solar dragon\ancient solar dragon;1;B4
great wyrm time dragon;23;;5;8;3;;24;15;;0;time dragon\ancient time dragon;1;B4
great wyrm void dragon;21;;8;8;3;;24;15;;0;void dragon\ancient void dragon;1;B4
great wyrm void dragon ravener;23;;8;8;11;;;15;;0;great wyrm void dragon\ancient void dragon;1;B4
great wyrm vortex dragon;22;;4;8;3;;24;15;;0;vortex dragon\ancient vortex dragon;1;B4
greensting scorpion;-2;;5;2;12;;31;4;2,3;0;;1-2,3-6|colony;B4
grendel;19;7;9;5;8;47;;13;1;0;;1;B4
grimple;-1;;6;2;4;;37;14;;0;;1-2,3-8|mob;B4
grothlut;3;;9;4;0;;33;13;;0;;1,2-10|rout;B4
guardian dragon;24;10;5;7;3;2,47;;0,1,11,13;;0;;1;B4
guardian phantom armor;2;;8;4;11;;;0,13;;0;;1-2;B4
halsora;7;;9;3;0;;33;13;;0;;1,2-6|gang;B4
haniver;0;;5;2;4;2;37;2;;0;;1-2,4-12|swarm;B4
harionago;11;;8;4;11;;;0;;0;;1;B4
Hastur;29;10;9;4;0;8,9,42;;0;;0;;1u;B4
host devil/magaav\host devl, greater (magaav);6;;7;4;9;9,11,12,23;;0,11,13;;20;;1,2-6|flock;B4
huge necrocraft;7;;8;4;11;;;0,13;;0;necrocraft;1-2,3-6|gang;B4
huldra;4;;6;4;4;;;4,6;1;0;;1-2,3-9|family;B4
hungry flesh;3;;5;5;8;;;0,13;;0;;1,2-5|cluster;B4
hyakume;15;;8;5;0;;;13;;0;;1,2-6|enclave;B4
hypnalis;5;;5;4;9;12;;0,11,13,15;;3;;1-2,3-7|nest;B4
ijiraq;9;;6;4;4;50;;4,8;1;0;;1;B4
immense tortoise;8;;5;8;1;;;2;3;0;;1;B4
immortal ichor;17;;8;4;8;12;;10,13;;0;;1;B4
incutilis;2;;7;2;0;2;;7;;0;;1-2;B4
